"","x"
"23949","cg23409835"
"23950","cg15488636"
"23951","cg00831770"
"23952","cg19106775"
"23953","cg04161603"
"23954","cg08997445"
"23955","ch.6.79339589F"
"23956","cg04036088"
"23957","cg00330490"
"23958","cg18834652"
"23959","cg21488555"
"23960","cg20535425"
"23961","cg00854560"
"23962","cg02137809"
"23963","cg26821960"
"23964","cg22013719"
"23965","cg03597463"
"23966","cg01319583"
"23967","cg02276126"
"23968","cg15402112"
"23969","cg21206234"
"23970","cg07131136"
"23971","cg22864077"
"23972","cg00619292"
"23973","cg15660352"
"23974","cg21335826"
"23975","cg10800261"
"23976","cg05844402"
"23977","cg07150036"
"23978","cg05282905"
"23979","cg01533849"
"23980","cg04600831"
"23981","cg11760389"
"23982","cg12970081"
"23983","cg07872960"
"23984","cg06809077"
"23985","cg17168172"
"23986","cg01698579"
"23987","cg16567175"
"23988","cg26701810"
"23989","cg18857889"
"23990","cg26235489"
"23991","cg00845942"
"23992","ch.11.2451667R"
"23993","cg26031192"
"23994","cg11886286"
"23995","ch.12.104929702R"
"23996","cg06373096"
"23997","cg00493068"
"23998","cg23792952"
"23999","cg13935928"
"24000","cg20681704"
"24001","cg27587141"
"24002","cg23102129"
"24003","cg11881835"
"24004","cg26407034"
"24005","cg03141815"
"24006","cg04887461"
"24007","cg03237134"
"24008","ch.7.1427355R"
"24009","cg26516882"
"24010","cg19858890"
"24011","cg04960798"
"24012","cg22735331"
"24013","cg10911063"
"24014","cg14475947"
"24015","cg12736830"
"24016","cg01018117"
"24017","cg23462943"
"24018","cg12307722"
"24019","cg04685392"
"24020","cg17885191"
"24021","cg02023550"
"24022","cg11527344"
"24023","cg04331813"
"24024","cg24441383"
"24025","cg17221315"
"24026","cg11081390"
"24027","cg19102272"
"24028","cg03073691"
"24029","cg10148441"
"24030","cg17169221"
"24031","cg22305187"
"24032","cg20787634"
"24033","cg04226766"
"24034","cg26464207"
"24035","cg02324974"
"24036","cg15843278"
"24037","cg02792582"
"24038","cg04612869"
"24039","cg01067139"
"24040","cg16643851"
"24041","cg12561934"
"24042","cg19771625"
"24043","cg22042157"
"24044","cg14715413"
"24045","cg12273505"
"24046","cg00045532"
"24047","cg03679581"
"24048","cg08384999"
"24049","cg11953272"
"24050","cg05323560"
"24051","cg27189784"
"24052","cg26626287"
"24053","cg06707403"
"24054","cg13380118"
"24055","cg22780242"
"24056","ch.11.41625527F"
"24057","cg10728214"
"24058","cg20121513"
"24059","cg04884842"
"24060","cg13186710"
"24061","cg06023066"
"24062","cg11616592"
"24063","cg27231215"
"24064","cg03393472"
"24065","cg04750100"
"24066","cg18462506"
"24067","cg06397510"
"24068","cg00099129"
"24069","cg19721326"
"24070","cg19818398"
"24071","ch.12.2583928F"
"24072","cg26979172"
"24073","cg10369955"
"24074","cg21638094"
"24075","cg21008928"
"24076","cg27492451"
"24077","cg02365967"
"24078","cg13487037"
"24079","cg26422129"
"24080","cg27043531"
"24081","cg06600200"
"24082","cg02809199"
"24083","cg12056677"
"24084","cg19875936"
"24085","cg16355191"
"24086","cg06633484"
"24087","cg10262188"
"24088","ch.2.223778692R"
"24089","cg16813087"
"24090","cg09973381"
"24091","cg13233166"
"24092","cg19701658"
"24093","cg24440526"
"24094","cg13864937"
"24095","cg01686975"
"24096","cg09662794"
"24097","cg12589566"
"24098","cg01348424"
"24099","cg26836125"
"24100","cg17840051"
"24101","cg11361409"
"24102","cg18501395"
"24103","cg19600750"
"24104","cg27048446"
"24105","cg24538512"
"24106","cg14811551"
"24107","cg24046434"
"24108","cg26392277"
"24109","cg03394122"
"24110","cg15412250"
"24111","ch.6.1238048R"
"24112","cg09012726"
"24113","cg12013590"
"24114","cg15656347"
"24115","cg20284705"
"24116","cg21771408"
"24117","cg22940953"
"24118","cg17150074"
"24119","cg07355088"
"24120","ch.2.4671106R"
"24121","cg04690674"
"24122","cg13839391"
"24123","cg03359043"
"24124","cg20074159"
"24125","cg27268640"
"24126","cg12485793"
"24127","cg10242089"
"24128","cg18861421"
"24129","cg19995130"
"24130","cg06968641"
"24131","cg20627903"
"24132","cg01385253"
"24133","cg23626862"
"24134","cg08714440"
"24135","cg27238163"
"24136","cg04782552"
"24137","cg08045599"
"24138","cg17009073"
"24139","cg24165517"
"24140","cg26328180"
"24141","cg10891570"
"24142","cg06295650"
"24143","cg19745934"
"24144","cg08007304"
"24145","ch.8.81283154R"
"24146","cg26352073"
"24147","cg22869944"
"24148","cg14698867"
"24149","cg18306106"
"24150","cg02079413"
"24151","cg19512730"
"24152","cg12436427"
"24153","cg24446166"
"24154","cg20992873"
"24155","cg18047890"
"24156","cg07311615"
"24157","cg22649740"
"24158","cg11995638"
"24159","cg10256304"
"24160","cg16621176"
"24161","cg21545003"
"24162","cg20746762"
"24163","cg09344098"
"24164","cg12210824"
"24165","cg01999539"
"24166","cg16976009"
"24167","cg23218473"
"24168","ch.11.2339138R"
"24169","cg06512579"
"24170","cg13118410"
"24171","cg20177485"
"24172","cg08868447"
"24173","cg05486931"
"24174","cg24493068"
"24175","cg02709717"
"24176","cg00975587"
"24177","cg09026213"
"24178","cg25658612"
"24179","cg03601368"
"24180","cg22896703"
"24181","cg01885783"
"24182","cg15005307"
"24183","cg20181543"
"24184","cg07335843"
"24185","cg21653586"
"24186","cg03055837"
"24187","cg19800295"
"24188","cg00449594"
"24189","cg03624576"
"24190","cg05792022"
"24191","ch.6.2791833R"
"24192","ch.4.142726813F"
"24193","cg24314430"
"24194","cg13471028"
"24195","cg00198759"
"24196","cg06024079"
"24197","cg21997198"
"24198","cg16542898"
"24199","cg10260115"
"24200","cg13801307"
"24201","cg02224416"
"24202","cg17353079"
"24203","cg23093609"
"24204","cg06834312"
"24205","cg09646655"
"24206","cg02573857"
"24207","cg26076203"
"24208","cg27121342"
"24209","ch.12.61764592R"
"24210","cg09739912"
"24211","cg19198054"
"24212","cg03429785"
"24213","cg25023094"
"24214","cg14138171"
"24215","cg08368330"
"24216","cg02930356"
"24217","cg26605488"
"24218","cg19097551"
"24219","ch.5.42356207R"
"24220","cg07780979"
"24221","cg18403182"
"24222","cg04662828"
"24223","cg24420867"
"24224","cg17096979"
"24225","cg05921762"
"24226","cg13667633"
"24227","cg04654841"
"24228","cg02844892"
"24229","ch.11.1112034R"
"24230","cg24401992"
"24231","ch.7.453032F"
"24232","cg24236146"
"24233","cg01610494"
"24234","cg12732673"
"24235","cg00667898"
"24236","cg07689148"
"24237","cg05222072"
"24238","cg13948696"
"24239","cg04005334"
"24240","cg09986680"
"24241","cg19292611"
"24242","cg07724654"
"24243","cg14496983"
"24244","cg14444099"
"24245","cg22958079"
"24246","cg13794641"
"24247","cg05646015"
"24248","cg17006667"
"24249","cg03987660"
"24250","cg00138804"
"24251","cg17084199"
"24252","cg03656877"
"24253","cg07542043"
"24254","cg19453893"
"24255","cg13556079"
"24256","cg13989981"
"24257","cg16052570"
"24258","cg13663292"
"24259","cg16108237"
"24260","cg13213889"
"24261","cg18873909"
"24262","cg12122997"
"24263","cg05308904"
"24264","ch.11.1772738R"
"24265","cg22083641"
"24266","cg27150849"
"24267","cg16321540"
"24268","cg18835078"
"24269","cg06330593"
"24270","cg18103236"
"24271","cg10093328"
"24272","cg18773308"
"24273","cg12581769"
"24274","cg07921348"
"24275","cg10068877"
"24276","cg17981254"
"24277","cg21445913"
"24278","cg16501560"
"24279","cg18280558"
"24280","cg06720084"
"24281","cg19465798"
"24282","cg05660005"
"24283","cg25000491"
"24284","cg18879991"
"24285","cg18787045"
"24286","cg07814359"
"24287","cg02682905"
"24288","cg09569569"
"24289","cg05760417"
"24290","cg04686114"
"24291","cg14453790"
"24292","cg06221172"
"24293","cg03335262"
"24294","cg25288464"
"24295","cg06999791"
"24296","cg09987243"
"24297","cg26143153"
"24298","cg13511512"
"24299","cg26606904"
"24300","cg12556608"
"24301","cg03504446"
"24302","cg11496432"
"24303","cg25928444"
"24304","cg02035824"
"24305","cg00691671"
"24306","cg06754916"
"24307","ch.3.1245645R"
"24308","cg11026874"
"24309","cg21158501"
"24310","cg10202675"
"24311","cg02554317"
"24312","cg19442659"
"24313","cg08304101"
"24314","cg26408612"
"24315","cg09409435"
"24316","cg23706161"
"24317","cg10543219"
"24318","cg23624929"
"24319","cg02548444"
"24320","cg15123819"
"24321","cg19630376"
"24322","cg10051480"
"24323","cg09390022"
"24324","cg14348441"
"24325","cg21437470"
"24326","cg10789018"
"24327","cg12955039"
"24328","cg04213808"
"24329","cg03624908"
"24330","cg11506843"
"24331","cg13300689"
"24332","cg16735130"
"24333","cg06517984"
"24334","cg14647620"
"24335","cg02830576"
"24336","cg00488283"
"24337","ch.3.343413R"
"24338","cg04579171"
"24339","cg15568225"
"24340","cg05467716"
"24341","cg25638229"
"24342","cg06860721"
"24343","cg14936158"
"24344","cg22115204"
"24345","cg02656959"
"24346","cg18929335"
"24347","cg16396153"
"24348","ch.1.155481287R"
"24349","cg23553867"
"24350","cg10059542"
"24351","cg08904986"
"24352","cg06650776"
"24353","cg27089146"
"24354","cg23986219"
"24355","cg20449134"
"24356","cg08163494"
"24357","cg04842136"
"24358","cg17465343"
"24359","cg11036359"
"24360","cg15256972"
"24361","cg00133223"
"24362","cg26712943"
"24363","cg12291380"
"24364","cg00417819"
"24365","cg06901711"
"24366","cg18465615"
"24367","cg06450790"
"24368","cg24489237"
"24369","cg18472549"
"24370","cg16105080"
"24371","cg09003023"
"24372","cg04583163"
"24373","cg18122708"
"24374","cg23323468"
"24375","cg06207432"
"24376","cg11845486"
"24377","cg20255560"
"24378","ch.9.319861R"
"24379","cg26444741"
"24380","cg22235936"
"24381","cg06590120"
"24382","cg26326806"
"24383","cg09675895"
"24384","cg10856875"
"24385","cg07076850"
"24386","cg11506157"
"24387","ch.16.723901F"
"24388","cg16427109"
"24389","cg00305320"
"24390","cg11581627"
"24391","cg19689672"
"24392","cg04094723"
"24393","ch.7.246556R"
"24394","cg22180738"
"24395","cg01488674"
"24396","cg22691336"
"24397","cg11404906"
"24398","ch.2.121392984R"
"24399","cg04326562"
"24400","cg01409995"
"24401","cg01561108"
"24402","cg11804940"
"24403","cg06877247"
"24404","cg00155844"
"24405","cg06552366"
"24406","cg25293221"
"24407","cg14487798"
"24408","cg26106720"
"24409","cg24848192"
"24410","cg00163576"
"24411","ch.4.115542586R"
"24412","cg09879734"
"24413","cg25127064"
"24414","cg00164121"
"24415","cg08078772"
"24416","cg23339709"
"24417","cg22188815"
"24418","cg23441030"
"24419","cg26040075"
"24420","cg25723959"
"24421","cg07797833"
"24422","ch.12.1531371R"
"24423","cg27351675"
"24424","cg27510512"
"24425","cg25476713"
"24426","cg06050784"
"24427","cg05049933"
"24428","cg26485262"
"24429","cg05369268"
"24430","cg19443683"
"24431","ch.14.220543R"
"24432","cg16110087"
"24433","cg01871428"
"24434","cg27208903"
"24435","cg13585032"
"24436","cg14071925"
"24437","cg05127924"
"24438","cg27302863"
"24439","cg14142520"
"24440","cg19186136"
"24441","cg03462677"
"24442","cg11882053"
"24443","cg22744480"
"24444","cg24071943"
"24445","cg12364031"
"24446","cg00038020"
"24447","cg15055922"
"24448","cg24060917"
"24449","cg16737422"
"24450","cg23455778"
"24451","cg23645639"
"24452","cg26277102"
"24453","cg14827083"
"24454","ch.7.121610422F"
"24455","cg05053829"
"24456","cg11615464"
"24457","cg20608892"
"24458","ch.9.98463211R"
"24459","cg10175753"
"24460","cg14115346"
"24461","cg06691616"
"24462","cg07078789"
"24463","cg23861101"
"24464","cg23738424"
"24465","cg11967835"
"24466","cg05462173"
"24467","cg27516824"
"24468","cg20265360"
"24469","cg00853671"
"24470","cg16345899"
"24471","cg03987985"
"24472","cg25821974"
"24473","cg08638287"
"24474","cg06313880"
"24475","cg09603520"
"24476","cg26376705"
"24477","cg10633576"
"24478","ch.22.217069R"
"24479","cg04122161"
"24480","cg13507224"
"24481","cg05668422"
"24482","cg21448741"
"24483","cg04829448"
"24484","cg24895178"
"24485","cg18592742"
"24486","cg12379755"
"24487","cg14047321"
"24488","cg13087943"
"24489","cg09269336"
"24490","cg07025129"
"24491","cg02967787"
"24492","cg23729279"
"24493","cg07792719"
"24494","cg15957461"
"24495","cg14393649"
"24496","cg05489065"
"24497","cg07106501"
"24498","cg21311736"
"24499","cg15039510"
"24500","cg03299891"
"24501","cg27337021"
"24502","cg11402396"
"24503","cg14362416"
"24504","cg03774026"
"24505","cg06396309"
"24506","cg18797923"
"24507","cg15859995"
"24508","cg26682335"
"24509","cg02015439"
"24510","ch.22.317144R"
"24511","cg03339790"
"24512","ch.1.24684R"
"24513","cg17211077"
"24514","cg20659736"
"24515","cg15358690"
"24516","cg15825617"
"24517","cg21437865"
"24518","cg25396464"
"24519","cg00231300"
"24520","cg02960948"
"24521","cg07000267"
"24522","ch.3.33893856R"
"24523","cg17891759"
"24524","ch.6.12427391R"
"24525","cg21996134"
"24526","cg21996139"
"24527","cg11965331"
"24528","cg26510033"
"24529","cg10101143"
"24530","cg07718324"
"24531","cg16117070"
"24532","cg21139063"
"24533","cg02376610"
"24534","cg01362776"
"24535","cg21700293"
"24536","cg21094949"
"24537","cg13056744"
"24538","cg08550094"
"24539","cg06251958"
"24540","cg13638282"
"24541","cg12831983"
"24542","cg09120302"
"24543","ch.8.969355F"
"24544","cg07307332"
"24545","cg18434674"
"24546","cg06799747"
"24547","cg04352763"
"24548","cg13717555"
"24549","cg02463844"
"24550","cg23558227"
"24551","cg01999086"
"24552","cg23235004"
"24553","cg12984369"
"24554","cg08056835"
"24555","cg00330518"
"24556","cg24522611"
"24557","cg27330553"
"24558","cg26278764"
"24559","cg08013114"
"24560","cg13571582"
"24561","cg09826784"
"24562","cg14606129"
"24563","cg15531099"
"24564","cg09781635"
"24565","cg04479860"
"24566","cg23060810"
"24567","cg26111900"
"24568","cg00062873"
"24569","cg21867608"
"24570","cg00413870"
"24571","cg12474452"
"24572","cg10560052"
"24573","cg13558090"
"24574","cg12197557"
"24575","cg17193532"
"24576","cg06881398"
"24577","cg16269447"
"24578","cg04440254"
"24579","cg27321309"
"24580","cg11480068"
"24581","cg10105244"
"24582","cg25204233"
"24583","cg21809023"
"24584","cg14008346"
"24585","cg24728180"
"24586","cg13232781"
"24587","cg08857906"
"24588","cg14321424"
"24589","cg26981651"
"24590","cg09418267"
"24591","cg06415087"
"24592","cg16431864"
"24593","cg26091965"
"24594","cg26798772"
"24595","cg25849332"
"24596","cg19957411"
"24597","cg13785718"
"24598","cg08215532"
"24599","cg05935774"
"24600","cg00975912"
"24601","cg23925201"
"24602","cg20689078"
"24603","cg22388316"
"24604","cg04341745"
"24605","cg04200026"
"24606","cg08619954"
"24607","cg11404058"
"24608","cg05610699"
"24609","cg02571470"
"24610","cg18064538"
"24611","cg00698646"
"24612","cg09394377"
"24613","cg03026011"
"24614","cg14600600"
"24615","cg18547980"
"24616","cg16357344"
"24617","cg05403431"
"24618","cg12388838"
"24619","cg05403433"
"24620","cg00114160"
"24621","cg13059459"
"24622","cg24470657"
"24623","cg00440263"
"24624","cg21845373"
"24625","cg05577596"
"24626","ch.14.769589F"
"24627","cg01720520"
"24628","cg14545834"
"24629","cg17274142"
"24630","cg02140963"
"24631","ch.5.52554191R"
"24632","cg20255042"
"24633","cg08229522"
"24634","cg09249637"
"24635","cg14796755"
"24636","cg24073023"
"24637","cg06976222"
"24638","cg27599792"
"24639","cg14845282"
"24640","cg01276327"
"24641","cg26685726"
"24642","cg21629591"
"24643","cg20303724"
"24644","cg02247211"
"24645","cg22941025"
"24646","cg13134082"
"24647","cg13644646"
"24648","cg00134340"
"24649","cg00456637"
"24650","cg05040447"
"24651","ch.15.23362502F"
"24652","cg12095324"
"24653","cg00621666"
"24654","cg01641177"
"24655","cg18953829"
"24656","cg24519990"
"24657","cg26939721"
"24658","cg24378009"
"24659","cg13833040"
"24660","cg13441213"
"24661","cg04693701"
"24662","cg27182210"
"24663","cg11065408"
"24664","cg21256200"
"24665","cg19836345"
"24666","cg08056390"
"24667","cg17565215"
"24668","cg01128295"
"24669","cg25853612"
"24670","cg10192949"
"24671","cg04106782"
"24672","cg18558770"
"24673","cg12579640"
"24674","cg11016764"
"24675","cg06863619"
"24676","cg15498451"
"24677","cg19583379"
"24678","cg21516353"
"24679","cg13116071"
"24680","cg10966830"
"24681","cg07330196"
"24682","cg04426326"
"24683","cg18965116"
"24684","cg23469219"
"24685","cg20479054"
"24686","cg14847626"
"24687","cg26388642"
"24688","cg23065757"
"24689","cg07212416"
"24690","cg13976143"
"24691","cg24607783"
"24692","cg15073065"
"24693","cg13493250"
"24694","cg24209126"
"24695","cg00594793"
"24696","cg22394869"
"24697","cg07576187"
"24698","cg20526432"
"24699","cg14621843"
"24700","cg13211125"
"24701","cg21792156"
"24702","cg07014523"
"24703","cg26160150"
"24704","cg06921605"
"24705","cg10441789"
"24706","cg11700985"
"24707","cg23734514"
"24708","cg17371487"
"24709","cg11416433"
"24710","cg01415456"
"24711","cg06745955"
"24712","cg05320820"
"24713","cg21542951"
"24714","cg24954590"
"24715","cg18116891"
"24716","cg06635008"
"24717","cg04692156"
"24718","ch.9.108332624R"
"24719","cg07046007"
"24720","cg06215939"
"24721","cg14260377"
"24722","cg06996138"
"24723","cg04823299"
"24724","cg18133263"
"24725","cg26668075"
"24726","cg07817208"
"24727","cg17372273"
"24728","cg24007926"
"24729","cg10620993"
"24730","cg17879804"
"24731","cg14108711"
"24732","cg00551387"
"24733","cg13015740"
"24734","cg24650114"
"24735","cg04947339"
"24736","cg16145235"
"24737","cg18342196"
"24738","cg21260733"
"24739","cg15175351"
"24740","cg00400915"
"24741","cg15368222"
"24742","cg17032383"
"24743","cg22012333"
"24744","cg07131166"
"24745","cg19381810"
"24746","cg00491675"
"24747","cg07466604"
"24748","cg05431656"
"24749","cg10096351"
"24750","cg03702392"
"24751","cg18677862"
"24752","cg04737832"
"24753","cg21922416"
"24754","cg08905832"
"24755","cg11777870"
"24756","cg23646337"
"24757","cg26487629"
"24758","cg11307134"
"24759","cg11122456"
"24760","cg00348692"
"24761","cg02884663"
"24762","cg04795724"
"24763","cg08824711"
"24764","cg24084128"
"24765","cg09775103"
"24766","cg25962639"
"24767","ch.14.64475309R"
"24768","cg14174317"
"24769","cg07573461"
"24770","cg11645724"
"24771","cg19635902"
"24772","cg09018383"
"24773","ch.X.108232304R"
"24774","cg12549079"
"24775","cg15691099"
"24776","cg08505135"
"24777","cg20820259"
"24778","cg01923740"
"24779","cg18771118"
"24780","cg00802168"
"24781","cg05252143"
"24782","cg26206686"
"24783","cg11552079"
"24784","cg06269928"
"24785","cg11552072"
"24786","cg04649852"
"24787","cg03439587"
"24788","cg07664323"
"24789","cg26281655"
"24790","ch.22.40657F"
"24791","cg04503457"
"24792","cg03580759"
"24793","cg18607308"
"24794","ch.1.220071960R"
"24795","cg06135139"
"24796","cg15614048"
"24797","cg10511301"
"24798","cg08530824"
"24799","cg02018121"
"24800","cg22549383"
"24801","ch.10.1024765R"
"24802","cg00646347"
"24803","cg13706404"
"24804","cg09412348"
"24805","cg20659663"
"24806","cg00460763"
"24807","ch.11.1416715R"
"24808","cg05319389"
"24809","cg27506886"
"24810","cg15132611"
"24811","cg13253945"
"24812","cg20518942"
"24813","cg21188989"
"24814","cg03686645"
"24815","cg17201535"
"24816","cg00829978"
"24817","cg21108220"
"24818","cg15134787"
"24819","cg08506445"
"24820","cg26999501"
"24821","cg14222797"
"24822","cg12505184"
